AgenteCausale,DescrAgenteCausale,Gruppo,DescrGruppo,GrandeGruppo,DescrGrandeGruppo,,
20120001,Vibrazioni trasmesse agli arti (macchine,,,,,,
20700099,Altro,7,ILLUMINAZIONE,3,AGENTI FISICI                                                                                       ,,
20810001,Raggi gamma,8,RAGGI,3,AGENTI FISICI                                                                                       ,,
20820003,Infrarossi,8,RAGGI,3,AGENTI FISICI                                                                                       ,,
31009022,Borrelia duttonii,1,BATTERI,4,AGENTI BIOLOGICI,,
31009032,Borrelia recurrentis,1,BATTERI,4,AGENTI BIOLOGICI,,
31011099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31014042,Clostridium spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31015032,Corynebacterium pseudotuberculosis,1,BATTERI,4,AGENTI BIOLOGICI,,
31018099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31021012,Enterococcus spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31022099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31026013,Francisella tularensis tipo A,1,BATTERI,4,AGENTI BIOLOGICI,,
31029012,Haemophilus ducreyi,1,BATTERI,4,AGENTI BIOLOGICI,,
31031022,Klebsiella pneumoniae,1,BATTERI,4,AGENTI BIOLOGICI,,
31031032,Klebsiella spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31034022,Listeria monocytogenes,1,BATTERI,4,AGENTI BIOLOGICI,,
31035012,Morganella morganii (proteus morganii),1,BATTERI,4,AGENTI BIOLOGICI,,
31036013,Mycobacterium africanum,1,BATTERI,4,AGENTI BIOLOGICI,,
31036033,Mycobacterium bovis (eccetto per il ceppo BCG),1,BATTERI,4,AGENTI BIOLOGICI,,
31036052,Mycobacterium fortuitum,1,BATTERI,4,AGENTI BIOLOGICI,,
31036103,Mycobacterium microti,1,BATTERI,4,AGENTI BIOLOGICI,,
31036199,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31037099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31038099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31043099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
31045032,Proteus vulgaris,1,BATTERI,4,AGENTI BIOLOGICI,,
31046022,Providencia rettgeri,1,BATTERI,4,AGENTI BIOLOGICI,,
31047033,Pseudomonas pseudomallei,1,BATTERI,4,AGENTI BIOLOGICI,,
31049013,Rickettsia akari,1,BATTERI,4,AGENTI BIOLOGICI,,
31049083,Rickettsia tsutsugamushi,1,BATTERI,4,AGENTI BIOLOGICI,,
31049099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31050099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31057032,Treponema pertenue,1,BATTERI,4,AGENTI BIOLOGICI,,
31057042,Treponema spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31067000,Chryseomonas,1,BATTERI,4,AGENTI BIOLOGICI,,
31076000,Ewingella,1,BATTERI,4,AGENTI BIOLOGICI,,
31081000,Hafnia,1,BATTERI,4,AGENTI BIOLOGICI,,
31099000,Microbacterium,1,BATTERI,4,AGENTI BIOLOGICI,,
31107000,Nocardiopsis,1,BATTERI,4,AGENTI BIOLOGICI,,
31108000,Obesumbacterium,1,BATTERI,4,AGENTI BIOLOGICI,,
31124000,Rikenella,1,BATTERI,4,AGENTI BIOLOGICI,,
31132000,Simonsiella,1,BATTERI,4,AGENTI BIOLOGICI,,
31143000,Thermoactinomyces,1,BATTERI,4,AGENTI BIOLOGICI,,
31148000,Veillonella,1,BATTERI,4,AGENTI BIOLOGICI,,
32042022,Virus Hazara,2,VIRUS,4,AGENTI BIOLOGICI,,
32043022,Febbri a flebotomi,2,VIRUS,4,AGENTI BIOLOGICI,,
32080093,Encefalite B giapponese,2,VIRUS,4,AGENTI BIOLOGICI,,
32080123,Omsk (a),2,VIRUS,4,AGENTI BIOLOGICI,,
32100022,Virus d'Epstein-Barr,2,VIRUS,4,AGENTI BIOLOGICI,,
32150022,Virus Coxsackie,2,VIRUS,4,AGENTI BIOLOGICI,,
32170022,Rotavirus umano,2,VIRUS,4,AGENTI BIOLOGICI,,
32190099,altro,2,VIRUS,4,AGENTI BIOLOGICI,,
32201022,Virus Bebaru,2,VIRUS,4,AGENTI BIOLOGICI,,
32201053,Virus Mayaro,2,VIRUS,4,AGENTI BIOLOGICI,,
32201112,Virus Sindbis,2,VIRUS,4,AGENTI BIOLOGICI,,
32201123,Virus Tonate,2,VIRUS,4,AGENTI BIOLOGICI,,
32210001,Virus dell'epatite E,2,VIRUS,4,AGENTI BIOLOGICI,,
32220083,Virus della leucoencefalopatia,2,VIRUS,4,AGENTI BIOLOGICI,,
32220183,Virus  Catu,2,VIRUS,4,AGENTI BIOLOGICI,,
33020099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
33130099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
33140013,Echinococcus granulosus,ND,Ancora da determinare,ND,Ancora da determinare,,
33170012,Giardia lamblia (giardia intestinalis),ND,Ancora da determinare,ND,Ancora da determinare,,
33190062,Leishmania peruviana,ND,Ancora da determinare,ND,Ancora da determinare,,
33250099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33280012,Sarcocystis suihominis,3,PARASSITI,4,AGENTI BIOLOGICI,,
33360012,Trypanosoma brucei brucei,3,PARASSITI,4,AGENTI BIOLOGICI,,
34080022,Fonsecaea pedrosoi,4,FUNGHI,4,AGENTI BIOLOGICI,,
34090013,Histoplasma capsulatum var,,,,,,
34090023,Histoplasma capsulatum duboisii,4,FUNGHI,4,AGENTI BIOLOGICI,,
34090099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
34150099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
34170012,Ascomycetes,4,FUNGHI,4,AGENTI BIOLOGICI,,
35010003,Olmo,5,PIANTE,4,AGENTI BIOLOGICI,,
35030101,Cristantemo,5,PIANTE,4,AGENTI BIOLOGICI,,
35030110,Gerbera,5,PIANTE,4,AGENTI BIOLOGICI,,
35030201,Tulipano,5,PIANTE,4,AGENTI BIOLOGICI,,
35030904,Edera,5,PIANTE,4,AGENTI BIOLOGICI,,
34100022,Madurella mycetomatis,4,FUNGHI,4,AGENTI BIOLOGICI,,
34100099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
34140012,Penicillium marneffei,4,FUNGHI,4,AGENTI BIOLOGICI,,
34240012,Epicoccum,4,FUNGHI,4,AGENTI BIOLOGICI,,
35020003,Erba gattaia,5,PIANTE,4,AGENTI BIOLOGICI,,
35030106,Dalia,5,PIANTE,4,AGENTI BIOLOGICI,,
35030107,Assenzio,5,PIANTE,4,AGENTI BIOLOGICI,,
35030299,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35030403,Sedano,5,PIANTE,4,AGENTI BIOLOGICI,,
35030499,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35030702,Cipolla,5,PIANTE,4,AGENTI BIOLOGICI,,
35030799,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35030905,Filodendro,5,PIANTE,4,AGENTI BIOLOGICI,,
35031099,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35031199,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35060001,Muschi,5,PIANTE,4,AGENTI BIOLOGICI,,
35300899,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
36010099,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030109,Olio di sassofrasso,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030116,Canfene,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040108,Citisina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040109,Duboisina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040110,Gervina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040403,Crotina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050018,Gomma psyllium,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050099,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060007,Legno di mogano,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100104,Cipolla,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100206,Foglia di alloro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36120005,Birra,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36130001,Scarti provenienti da generi alimentari e prodotti alimentari,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36130099,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
37010302,Ape,7,ANIMALI,,,,
37010401,Fannia canicularis,7,ANIMALI,,,,
37010407,Dermatobia hominis,7,ANIMALI,,,,
37010505,Larve di zanzare,7,ANIMALI,,,,
37010808,Larve di pulci,7,ANIMALI,,,,
37011104,Tyroglyphus,7,ANIMALI,,,,
37011108,Tyroglyphus siro,7,ANIMALI,,,,
37011201,Amblyomma,7,ANIMALI,,,,
37011205,Haemaphysalis leporis-palustris,7,ANIMALI,,,,
37011303,Loxosceles reclusa,7,ANIMALI,,,,
37020002,Liquidi biologici,7,ANIMALI,,,,
38000401,Uova,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
38001201,Lardo,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
40100003,Posizione a sedere: per troppo tempo/troppo frequentemente,1,POSIZIONI DA LAVORO,5,FATTORI FISIOLOGICI,,
40300001,Portare del carico con movimenti veloci,3,LAVORO VELOCE,5,FATTORI FISIOLOGICI,,
40400008,Utilizzo di strumenti (troppo pesanti) con movimenti falsi (movimenti improvvisi),4,MOVIMENTI DIVERSI,5,FATTORI FISIOLOGICI,,
50100001,Ritmo di lavoro molto intenso (frenetico),1,RITMO DI LAVORO,6,FATTORI PSICOLOGICI,,
12543101,Nitrobenzene,3,ALCOLI,,,,
12543106,Dinitrofenolo dinoseb,3,ALCOLI,,,,
12543112,4-nitrobifenile,,,,,,
12543201,4-Cloro-1,,,,,,
12543299,altro,3,ALCOLI,,,,
12560001,Ter-butilidroperossido,3,ALCOLI,,,,
20700006,Bagliore,7,ILLUMINAZIONE,3,AGENTI FISICI                                                                                       ,,
20820002,Ultravioletto (A e B),8,RAGGI,3,AGENTI FISICI                                                                                       ,,
20900002,Campi di frequenza extra deboli  (50/60 Hz),9,CAMPI ELETTROMAGNETICI,3,AGENTI FISICI                                                                                       ,,
31002099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31008099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31015042,Corynebacterium spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31016013,Coxiella burnetii,1,BATTERI,4,AGENTI BIOLOGICI,,
31024012,Flavobacterium meningosepticum,1,BATTERI,4,AGENTI BIOLOGICI,,
31029032,Haemophilus spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31036042,Mycobacterium chelonae,1,BATTERI,4,AGENTI BIOLOGICI,,
31036082,Mycobacterium malmoense,1,BATTERI,4,AGENTI BIOLOGICI,,
31038012,Neisseria gonorrhoeae,1,BATTERI,4,AGENTI BIOLOGICI,,
31039099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31044012,Prevotella spp.,ND,Ancora da determinare,ND,Ancora da determinare,,
31045022,Proteus penneri,1,BATTERI,4,AGENTI BIOLOGICI,,
31049033,Rickettsia conorii,1,BATTERI,4,AGENTI BIOLOGICI,,
31051033,Salmonella paratyphi A B C,1,BATTERI,4,AGENTI BIOLOGICI,,
31053042,Shigella sonnei,1,BATTERI,4,AGENTI BIOLOGICI,,
31054099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31058032,Vibrio spp.,1,BATTERI,4,AGENTI BIOLOGICI,,
31063000,Cedecea,1,BATTERI,4,AGENTI BIOLOGICI,,
31068000,Comamonas,1,BATTERI,4,AGENTI BIOLOGICI,,
31105000,Moraxella,1,BATTERI,4,AGENTI BIOLOGICI,,
31116000,Peptococcus,1,BATTERI,4,AGENTI BIOLOGICI,,
31121000,Psychrobacter,1,BATTERI,4,AGENTI BIOLOGICI,,
31123000,Renibacterium,1,BATTERI,4,AGENTI BIOLOGICI,,
31125000,Rothia,1,BATTERI,4,AGENTI BIOLOGICI,,
31126000,Ruminococcus,1,BATTERI,4,AGENTI BIOLOGICI,,
31127000,Sarcina,1,BATTERI,4,AGENTI BIOLOGICI,,
31135000,Spirochaeta,1,BATTERI,4,AGENTI BIOLOGICI,,
31140000,Suttonella,1,BATTERI,4,AGENTI BIOLOGICI,,
31141000,Tatumella,1,BATTERI,4,AGENTI BIOLOGICI,,
31142000,Taylorella,1,BATTERI,4,AGENTI BIOLOGICI,,
31147000,Vampirovibrio,1,BATTERI,4,AGENTI BIOLOGICI,,
32010099,altro,2,VIRUS,4,AGENTI BIOLOGICI,,
32020033,Virus della coriomeningite linfocitaria  (altri ceppi ),2,VIRUS,4,AGENTI BIOLOGICI,,
32043013,Febbre della valle del Rift,2,VIRUS,4,AGENTI BIOLOGICI,,
32060099,altro,2,VIRUS,4,AGENTI BIOLOGICI,,
32070014,Virus Ebola,2,VIRUS,4,AGENTI BIOLOGICI,,
32070099,altro,2,VIRUS,4,AGENTI BIOLOGICI,,
32080053,Hypr,2,VIRUS,4,AGENTI BIOLOGICI,,
32100062,Herpesvirus  varicella-zoster,2,VIRUS,4,AGENTI BIOLOGICI,,
32100072,Virus linfotropo B dell'uomo (HBLV,,,,,,
32120012,Virus BK,2,VIRUS,4,AGENTI BIOLOGICI,,
32150082,Aftovirus,2,VIRUS,4,AGENTI BIOLOGICI,,
33040012,Ascaris lumbricoides,3,PARASSITI,4,AGENTI BIOLOGICI,,
33070022,Brugia pahangi,3,PARASSITI,4,AGENTI BIOLOGICI,,
33070099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
33090012,Clonorchis sinensis,3,PARASSITI,4,AGENTI BIOLOGICI,,
33110012,Dipetalonema streptocerca,3,PARASSITI,4,AGENTI BIOLOGICI,,
33140023,Echinococcus multilocularis  (multicolaris),ND,Ancora da determinare,ND,Ancora da determinare,,
33160032,Fasciolopsis buski,ND,Ancora da determinare,ND,Ancora da determinare,,
33190042,Leishmania major,ND,Ancora da determinare,ND,Ancora da determinare,,
33190072,Leishmania tropica,ND,Ancora da determinare,ND,Ancora da determinare,,
33220013,Naegleria fowleri,ND,Ancora da determinare,ND,Ancora da determinare,,
33270099,altro,ND,Ancora da determinare,ND,Ancora da determinare,,
33300099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
33320099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
33330099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
33340099,altro,3,PARASSITI,4,AGENTI BIOLOGICI,,
34040099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
34070099,altro,4,FUNGHI,4,AGENTI BIOLOGICI,,
34100012,Madurella grisea,4,FUNGHI,4,AGENTI BIOLOGICI,,
34110012,Microsporum spp.,4,FUNGHI,4,AGENTI BIOLOGICI,,
35010007,Frullania,5,PIANTE,4,AGENTI BIOLOGICI,,
35010008,Tulpifera,5,PIANTE,4,AGENTI BIOLOGICI,,
35030105,Artemisia,5,PIANTE,4,AGENTI BIOLOGICI,,
35030599,altro,5,PIANTE,4,AGENTI BIOLOGICI,,
35040204,Prototheca stagnora,5,PIANTE,4,AGENTI BIOLOGICI,,
35300801,Tabacco,5,PIANTE,4,AGENTI BIOLOGICI,,
36020001,Licopodio,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030105,Olio di eliotropio,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030112,Olio di ricino,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030113,Tererene,,,,,,
36030115,Cloruro di bornile,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36030119,Olio di abelmosco,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040102,Arecolina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040114,Solanina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040199,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040301,Veleno da funghi tossici,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040405,Ipoglicina,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36040511,Sumac velenoso,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050003,Gum-gute,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050010,Harmaiol,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36050016,Gomma arabica,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060002,Legni resinosi non specificati,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36060015,Legni duri non specificati,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36070001,Grani di cereali,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36080099,altro,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100108,Radicchio,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100208,Chiodo di garofano,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36100209,Rosmarino,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36110001,Stimolanti,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36120004,Vino,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
36120006,Acqua gassata,6,PRODOTTI DI ORIGINE VEGETALE,4,AGENTI BIOLOGICI,,
37010413,Larve di ditteri,7,ANIMALI,,,,
37010502,Anopheles,7,ANIMALI,,,,
37010701,Cimex  lectularius,7,ANIMALI,,,,
37010803,Ctenocephalides canis,7,ANIMALI,,,,
37010903,Pediculus humanus corporis,7,ANIMALI,,,,
37010904,Phthirius pubis,7,ANIMALI,,,,
37010905,Larve di pidocchi,7,ANIMALI,,,,
37010999,altro,7,ANIMALI,,,,
37011001,Gamberetto,7,ANIMALI,,,,
37011102,Demodex,7,ANIMALI,,,,
37011112,Trombicula,7,ANIMALI,,,,
37020001,Polveri organiche di origine animale,7,ANIMALI,,,,
37020004,Pelle,7,ANIMALI,,,,
38000301,Pesce e crostacei,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
38000601,Frattaglie di pollame,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
38000801,Interiora,8,GENERI ALIMENTARI DI ORIGINE ANIMALE,4,AGENTI BIOLOGICI,,
40200002,Utilizzo di strumenti (troppo pesanti) con movimenti ripetitivi,2,LAVORO RIPETITIVO,5,FATTORI FISIOLOGICI,,
40200004,Lavoro ripetitivo con movimenti irregolari,2,LAVORO RIPETITIVO,5,FATTORI FISIOLOGICI,,
40200099,Altri,2,LAVORO RIPETITIVO,5,FATTORI FISIOLOGICI,,
40400004,Girarsi,4,MOVIMENTI DIVERSI,5,FATTORI FISIOLOGICI,,
40400006,Movimenti bruschi e inaspettati,4,MOVIMENTI DIVERSI,5,FATTORI FISIOLOGICI,,
40500099,Altri,5,TRASPORTI DI CARICHI,5,FATTORI FISIOLOGICI,,
40600001,Sollevamento di carichi pesanti (> 20 kg),6,SOLLEVAMENTO DI UN CARICO,5,FATTORI FISIOLOGICI,,
40600099,Altri,6,SOLLEVAMENTO DI UN CARICO,5,FATTORI FISIOLOGICI,,
40900001,Sforzo vocale,9,ALTRO,5,FATTORI FISIOLOGICI,,
50100002,Lavoro fisico continuo,1,RITMO DI LAVORO,6,FATTORI PSICOLOGICI,,
50300003,A cottimo di gruppo,3,FORME  DI  SALARIO,6,FATTORI PSICOLOGICI,,
50400099,Altro,4,TIPO (QUANTIT·)  DI LAVORO,6,FATTORI PSICOLOGICI,,
50900001,Rischio di incidente (verso se stessi o un'altra persona),9,RISCHI,6,FATTORI PSICOLOGICI,,
60110208,Leghe di antimonio,1,POLVERI,7,FATTORI,,
60110210,Metalli preziosi,1,POLVERI,7,FATTORI,,
60110400,Silice cristallizzzata,1,POLVERI,7,FATTORI,,
60110699,altri,1,POLVERI,7,FATTORI,,
60120399,altri,1,POLVERI,7,FATTORI,,
60200004,Fibre di lana di roccia,2,FIBRE,7,FATTORI,,
60200006,Fibre di carbonio,2,FIBRE,7,FATTORI,,
60301102,Enflurano,3,GAS,7,FATTORI,,
60302099,altri,3,GAS,7,FATTORI,,
60401003,Saldatura a bassa temperatura incluso saldatura di rame con raccordi a pipa,4,FUMI,7,FATTORI,,
60602102,Pitture,,,,,,
60602106,Pitture,,,,,,
60602206,Pitture,,,,,,
60602207,Pitture,,,,,,
60602208,Pitture,,,,,,
60602209,Scarto di pitture,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60603003,Adesivi,,,,,,
60604004,Resine melamminiche con formaldeide,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60604011,Resine ureiche con formaldeide,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605101,Termoplastiche con cellulosa,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60605201,Plastiche termoindurenti amminiche,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60606001,Tinture per legno (vernice trasparente per legno),6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
60606003,Scarto di tinture,6,MATERIALI E PRODOTTI VARI,7,FATTORI,,
12434102,Benzoato etilico,3,ALCOLI,,,,
12446099,altro,3,ALCOLI,,,,
12461003,Acetato di palladio (t),3,ALCOLI,,,,
12461099,altro,3,ALCOLI,,,,
12470003,Gamma-caprolattone,3,ALCOLI,,,,
12491013,N-metil-N-nitrosurea,3,ALCOLI,,,,
12501007,Cloruro di crotonile,3,ALCOLI,,,,
12501009,Cloruro di ftalile,3,ALCOLI,,,,
12521019,Cloruro di cianogeno,3,ALCOLI,,,,
12521023,Cianoacetato di metile,3,ALCOLI,,,,
12522002,Toluene-2,,,,,,
12523001,Acidi cianurici,3,ALCOLI,,,,
12531101,Metilammina,3,ALCOLI,,,,
12531104,Etilammina,3,ALCOLI,,,,
12531115,Diallilammina,3,ALCOLI,,,,
12531119,Tetrammina di trietilene,3,ALCOLI,,,,
12531120,Idrossiammina (it),3,ALCOLI,,,,
12531121,1-Aminoantrachinone (arancio giallo) (it),3,ALCOLI,,,,
12531201,Sali di tetrametilammonio,3,ALCOLI,,,,
12531301,Etanolammina,3,ALCOLI,,,,
12532101,Cicloessilammina,3,ALCOLI,,,,
12533101,Anilina (aminobenzenze),3,ALCOLI,,,,
12533111,Beta- nafttilammina (2-nafttilammina),3,ALCOLI,,,,
12533115,n-isopropil-n-fenilparafenilenediammina,3,ALCOLI,,,,
12533502,N-metil-n-nitroso-uretano,3,ALCOLI,,,,
12534102,Aminochinolina,3,ALCOLI,,,,
12534401,Nitro-derivati di ammine eterocicliche,3,ALCOLI,,,,
12543111,p-nitrosofenolo,3,ALCOLI,,,,
12543113,Dinitrobenzolo (De),3,ALCOLI,,,,
12543115,Nitrobenzolo,3,ALCOLI,,,,
12544099,altro,3,ALCOLI,,,,
12560003,Perossido di benzoile,3,ALCOLI,,,,
20120099,altro,1,VIBRAZIONI,3,AGENTI FISICI                                                                                       ,,
20200099,Altro,ND,Ancora da determinare,ND,Ancora da determinare,,
20300001,Pressione superiore alla pressione atmosferica (pressione positiva),3,PRESSIONE/ VUOTO,3,AGENTI FISICI                                                                                       ,,
20300002,Pressione inferiore alla pressione atmosferica (pressione negativa),3,PRESSIONE/ VUOTO,3,AGENTI FISICI                                                                                       ,,
20400099,Altro,4,ATTRITO,,,,
20500099,Altro,5,IGROMETRIA,3,AGENTI FISICI                                                                                       ,,
20700003,Riflesso di luce,7,ILLUMINAZIONE,3,AGENTI FISICI                                                                                       ,,
20900004,Micro-onde,9,CAMPI ELETTROMAGNETICI,3,AGENTI FISICI                                                                                       ,,
20900099,Altri,9,CAMPI ELETTROMAGNETICI,3,AGENTI FISICI                                                                                       ,,
31002012,Actinomadura madurae,1,BATTERI,4,AGENTI BIOLOGICI,,
31011022,Campylobacter jejuni,1,BATTERI,4,AGENTI BIOLOGICI,,
31013099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31020012,Enterobacter aerogens,1,BATTERI,4,AGENTI BIOLOGICI,,
31026022,Francisella tularensis tipo B,1,BATTERI,4,AGENTI BIOLOGICI,,
31029099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31032012,Legionella pneumophila,1,BATTERI,4,AGENTI BIOLOGICI,,
31033099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31036112,Mycobacterium paratuberculosis,1,BATTERI,4,AGENTI BIOLOGICI,,
31036163,Mycobacterium ulcerans,1,BATTERI,4,AGENTI BIOLOGICI,,
31039022,Nocardia brasiliensis,1,BATTERI,4,AGENTI BIOLOGICI,,
31039052,Nocardia otitisdiscaviarum,1,BATTERI,4,AGENTI BIOLOGICI,,
31040099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31046099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31047099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31049023,Rickettsia canada,1,BATTERI,4,AGENTI BIOLOGICI,,
31051099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31058012,Vibrio cholerae (incluso El Tor),1,BATTERI,4,AGENTI BIOLOGICI,,
31058099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
31059023,Yersinia pestis,1,BATTERI,4,AGENTI BIOLOGICI,,
31059032,Yersinia pseudotuberculosis,1,BATTERI,4,AGENTI BIOLOGICI,,
31071000,Curtobacterium,1,BATTERI,4,AGENTI BIOLOGICI,,
31074000,Erwinia,1,BATTERI,4,AGENTI BIOLOGICI,,
31079000,Gemella,1,BATTERI,4,AGENTI BIOLOGICI,,
31089000,Leciercia,1,BATTERI,4,AGENTI BIOLOGICI,,
31091000,Leptonema,1,BATTERI,4,AGENTI BIOLOGICI,,
31098000,Megasphaera,1,BATTERI,4,AGENTI BIOLOGICI,,
31101000,Micropolyspora,1,BATTERI,4,AGENTI BIOLOGICI,,
31106000,Murraya,1,BATTERI,4,AGENTI BIOLOGICI,,
31120000,Propionibacterium,1,BATTERI,4,AGENTI BIOLOGICI,,
31129000,Selenomonas,1,BATTERI,4,AGENTI BIOLOGICI,,
31144000,Tissierella,1,BATTERI,4,AGENTI BIOLOGICI,,
31146000,Ureaplasma,1,BATTERI,4,AGENTI BIOLOGICI,,
31149000,Weeksella,1,BATTERI,4,AGENTI BIOLOGICI,,
31154099,altro,1,BATTERI,4,AGENTI BIOLOGICI,,
32020062,Virus Mopeia  e altri virus Tacaribe,2,VIRUS,4,AGENTI BIOLOGICI,,
32030012,Astroviridae,2,VIRUS,4,AGENTI BIOLOGICI,,
